Titolo,id_ristorante,Data,Target,Recensioni,Punteggio,Foto1,Foto2
Stupendo,g1005972-d2188855,2 maggio 2024,friends,Semplicemente eccezionale! Ho la fortuna di aver viaggiato molto e vi osso garantire che questo ristorante ha la qualità e la classe di un vero cinque stelle. I sapori e gli ingredienti davvero genuini con una preparazione da grandissimo chef! Non rinunciate all’agnello con il finocchietto  selvatico che é sublime!,"Punteggio 5,0 su 5","",""
Stupendo,g1007735-d2279004,18 agosto 2023,family,"Posto bellissimo . 
Menu vario con tanti prodotti tipici. 
Semplicemente stupendo e straconsigliato. 

Anche il personale è dinamico e disponibile, paziente e gentile.","Punteggio 5,0 su 5","",""
Stupendo,g1009281-d1734657,15 dicembre 2023,couples,Che dire… cucina meravigliosa e personale gentilissimo… ci sono stata un’anno fa quasi e conto di tornarci presto… lo conservo come uno splendido ricordo ♥️,"Punteggio 5,0 su 5","",""
Sublime,g1007735-d6902852,8 ottobre 2022,friends,"Locale bellissimo, accogliente con un designe curato nel dettaglio.
Lo staff eccezionale, professionali ma allo stesso tempo coordiali.
Per non parlare del cibo squisito.
Antonio poi… unico 😊
Ve lo consiglio con il tutto il cuore.","Punteggio 5,0 su 5",https://media-cdn.tripadvisor.com/media/photo-l/26/67/35/1b/caption.jpg,https://media-cdn.tripadvisor.com/media/photo-l/26/67/35/1a/caption.jpg
Sublime,g1009281-d1898914,20 gennaio 2024,family,"Cibo veramente eccezionale! Dai primi piatti tradizionali a quelli più ricercati, è sempre un piacere assaggiare nuove combinazioni di sapori.
Anche i secondi non deludono, la grigliata di maiale assolutamente consigliata, di una delicatezza unica! Da provare, riprovare e continuare ad andarci in ogni occasione!","Punteggio 5,0 su 5","",""
Suite,g1009280-d2299365,18 marzo 2023,couples,"Posto al di sotto delle stelle che dichiara 
Inaccettabile la Suite senza un servizio adeguato 
Scarico bagno rumoroso
Arredamento che OSTENTA il concetto d epoca in maniera confusionaria e di poco gusto
In breve un DISASTRO","Punteggio 2,0 su 5","",""
Super,g1007735-d6902852,18 agosto 2023,family,"Posto Bellissimo, servizio impeccabile, piatti decisamente sopra la media... Direi un 'esperienza ottima... Nonostante avessimo una bimba di 5 anni molto esigente ci  sono  venuti incontro... Ottimo.. Da straconsigliare...","Punteggio 5,0 su 5",https://media-cdn.tripadvisor.com/media/photo-l/2a/16/b0/2c/caption.jpg,https://media-cdn.tripadvisor.com/media/photo-l/2a/16/b0/2b/caption.jpg
Super,g1015453-d2077014,4 febbraio 2024,family,"Era un po’ che non  tornavo in questo ristorante forse perché la domenica quando capita di andare a pranzo con la famiglia è chiuso ma veramente ristorante di livello. Servizio top: veloce, accurato, gentile e attento. Tutti i piatti buonissimi. Carne super. Perché non aprire anche la domenica a pranzo???? Super consigliato","Punteggio 5,0 su 5","",""
SUPER CONSIGLIATO,g1010166-d6777457,7 maggio 2023,couples,Ottima esperienza culinaria. Personale attento e gentile. Pesto eccezionale e fritto di pesce tenerissimo. Ottimo rapporto qualità prezzo. Consigliatissimo.,"Punteggio 5,0 su 5",https://media-cdn.tripadvisor.com/media/photo-l/29/05/ca/c9/caption.jpg,https://media-cdn.tripadvisor.com/media/photo-l/29/05/ca/c8/caption.jpg
SUPER CONSIGLIATO,g1010309-d2088009,11 dicembre 2022,couples,Location carina...personale disponibile e pronto a rispondere alle nostre richieste...piatti tipici della cucina mantovana...abbiamo preso come antipasto una tartare di carne scomposta con uovo alla cracco di ottima qualità...un riso alla pilota veramente buono ed il guancialino tenerissimo. Sapori genuini,"Punteggio 4,0 su 5","",""
SUPER CONSIGLIATO,g1015346-d2266104,1 maggio 2024,family,"Una delle poche trattorie vecchio stampo rimaste in zona. Tutto molto buono, dagli antipasti , ai primi (bavette di grugnano con vongole e bottarga e gli strascinati di Abramo), ai secondi . Personale preparato, veloce e simpatico! Ci ritorneremo.","Punteggio 5,0 su 5",https://media-cdn.tripadvisor.com/media/photo-l/2c/07/3d/50/caption.jpg,""
Super wow!,g1015351-d13976411,19 agosto 2023,friends,"Location incantevole, staff gentilissimo e molto accogliente, ottima la qualità delle pizze e dei dolci. Marco, il proprietario, si è avvicinato al tavolo più volte per assicurarsi che tutto stesse procedendo bene. Inoltre, ci ha dato spiegazioni sulla lavorazione degli impasti e dei tempi di lievitazione delle pizze. Consigliatissimo!","Punteggio 5,0 su 5","",""
SUPER!,g1005972-d10746837,26 settembre 2023,couples,"Una graditissima sorpresa: location molto bella con un’atmosfera decisamente informale.
Provato sia a pranzo che a cena, ogni cosa assaggiata è risultata decisamente gustosa e digeribile.
Una menzione particolare va al salume, degno di un ristorante stellato, che rende speciali anche i piatti più semplici.
È chiaro che i ragazzi che gestiscono il locale ci sanno fare e utilizzano solo ingredienti di qualità.
Un’ultima annotazione: prezzi più che onesti.
Complimenti davvero.","Punteggio 5,0 su 5","",""
SUPER!,g1009327-d4287888,13 agosto 2023,couples,"Locale e personale super accogliente, Antipasti e pizze buonissime e primi piatti eccellenti e abbondanti. Proprietari disponibili e gentilissimi. Il nostro punto di riferimento per le prossime vacanze in Salento. CONSIGLIATISSIMO!!!","Punteggio 5,0 su 5","",""
Superlativo! Di sicuro il migliore apericena a Vittoria!,g1006191-d12474194,13 giugno 2020,friends,"Luogo accogliente e raffinato, di design e molto curato. Cucina ricercata e originale, di qualità superiore. Menù del giorno e materie prime freschissime. Personale molto attento e pulizia ai massimi livelli. Sono un cliente abituale da sempre. Eccellente l'aperitivo e la grande  selezione di vini proposta.","Punteggio 5,0 su 5",https://media-cdn.tripadvisor.com/media/photo-l/1b/67/bb/82/enoteca-la-gorda.jpg,https://media-cdn.tripadvisor.com/media/photo-l/1b/67/bb/11/enoteca-la-gorda.jpg
Tagliatelle memorabili,g1005937-d2361077,17 febbraio 2024,couples,"Location molto carina, ben curata.
Il menù dei vini è molto vario e ricolmo di ottime etichette di zona, più diverse eccellenze nazionali.
Menù di terra originale con alcuni classici della zona, cioè tagliatelle, cappelletti, passatelli e sopratutto tartufo.
Ordinate tagliatelle al tartufo nero pregiato all'olio nuovo. Piatto spaziale, tecnicamente ineccepibile, pasta leggermente spessa con cottura al dente (molto complessa con la pasta all'uovo), generosa grattugiata di tartufo nero pregiato dal profumo inebriante, ma non soverchiante, equilibrato, si sposa alla perfezione con la pasta all'uovo.
Un vero peccato lasciarsele scappare.
Tappa obbligata per chi passa in zona.","Punteggio 5,0 su 5",https://media-cdn.tripadvisor.com/media/photo-l/2b/71/af/2f/caption.jpg,https://media-cdn.tripadvisor.com/media/photo-l/2b/71/af/30/caption.jpg
Tagliere Surprise!!!!😁,g1015371-d4421447,26 ottobre 2023,family,"Tagliere di Antipasto ottimo e scenografico!!!
Gentilezza e  velocità nel servizio.
Consigliatissimo!!!!👍","Punteggio 5,0 su 5",https://media-cdn.tripadvisor.com/media/photo-f/2a/ad/6a/ab/caption.jpg,""
Tanta altro oltre al tartufo,g1005937-d2361077,28 aprile 2024,couples,"Conoscevo questo ristorante per il tartufo. Oggi sono andato fuori stagione del tartufo per provare altri piatti. Sono rimasto estremamente soddisfatto tanto da confermare con lode i piatti che ho provato.
Ottimo il vino che mi hanno proposto.
Onestissimo il presso","Punteggio 5,0 su 5","",""
"Tanta spesa, poca resa",g1005937-d2361077,4 novembre 2023,couples,"Location carina e in pieno centro. Personale gentile ed elegante, ma con ruoli troppo specifici: solo il maitre sembrava poter rispondere alle domande. Cibo: non essendo esperti di tartufo ci siamo fatti ingolosire dalla descrizione del maître. Purtroppo questa è stata delusa perché il tartufo bianco, che a parole doveva essere il più intenso, non sapeva di niente. La carne della faraona era cotta bene, le tagliatelle fatte in casa erano fatte bene, i porcini squisiti e il pane del coperto pure molto buono. Ma noi eravamo venuti per il tartufo, specialità del locale, della zona e del periodo (fiera del tartufo in corso)! È brutto spendere più di 100 euro (incassati direttamente dallo chef, che non ci ha chiesto nemmeno come ci siamo trovati) e uscire delusi. Non torneremo e ne parleremo sicuramente male a tutti! P.S. c'era pure la muffa nera sul muro di fianco a noi, inammissibile in un locale con alte pretese","Punteggio 2,0 su 5","",""
Tante pizze innovative e originali,g1005933-d8329176,13 settembre 2023,family,"Col cambio di gestione siamo andati a cenare presso questo ristorante, attirati da una veloce lettura del menù pizze, e onestamente siamo rimasti estasiati dalla varietà e bontà di tutte queste pizze, per una volta non sono sempre gli stessi gusti, gira e rigira.

Perciò, abbiamo preso una pizza al cavallo, una ai frutti di mare, una con una valangata di vellutata di datterino giallo contornata da miele, ricotta, fiordilatte, noci, miele e basilico croccante e una ragusana con alici e uvetta e se non erro finocchietto selvatico. DA PAURA, tutte quante, morbide e croccanti come ogni pizza classica che si rispetti debba essere, ricca e abbondante.

Il sevizio è stato rapido e coerente coi tempi di cottura, niente pizze bruciate, niente sete durante la notte, servizio si tavoli professionale, gentile, disponibile e con educazione. Bagni puliti.

Rapporto qualità/prezzo molto onesta, fra i 10 e 12€ cad. Consigliatissimo!!","Punteggio 5,0 su 5",https://media-cdn.tripadvisor.com/media/photo-l/2a/52/48/af/caption.jpg,https://media-cdn.tripadvisor.com/media/photo-l/2a/52/48/b0/caption.jpg
Tapas favolose!,g1006068-d10478608,25 marzo 2023,family,"Questo locale è adatto sia per la cena sia per un aperitivo veloce; è piccolo quindi è consigliata la prenotazione. Location curata, servizio abbastanza attento e menù interessante. Le tapas, sia di pesce che di carne, sono a dir poco deliziose: materia prima ottima e cucinata molto bene. Gustosi anche i dolci.","Punteggio 4,0 su 5","",""
Tappa fissa,g1015371-d2195851,30 dicembre 2023,couples,"Questo locale è gestito benissimo.
Ha la fortuna e bravura di avere uno staff che ama il proprio lavoro.
La pizza è ottima, la scelta di birre e vini è di alto livello, quasi più da ristorante che da pizzeria.
Io segnalo la pizza senza glutine. 
Avendo la ragazza celiaca non ho grandissimi margini di scelta, ma al Fornaretto troviamo una pizza senza glutine che è veramente ma veramente notevole.
Da tornarci e ritornarci","Punteggio 5,0 su 5","",""
TAVOLO TOMEI X DUE !!,g1007733-d1229143,9 dicembre 2023,couples,"Quest'estate abbiamo trascorso 10 gg in Sardegna, e cercando dei locali per cenare, abbiamo scoperto casualmente San Gavino. Dopo essere stati lì la prima sera è stato subito AMORE A PRIMA VISTA, abbiamo avuto la fortuna di incontrare del personale gentile, accogliente e disponibile ad ogni tipo di richiesta. La qualità del cibo ECCELLENTE, dal pesce alla carne fino alla pizza. Siamo rimasti talmente affascinati da questo connubio di caratteristiche che non abbiamo potuto fare a meno di ritornare lì per le 6 SERE SUCCESSIVE della vacanza, al punto tale che al termine di ogni cena prenotavamo di già anche per il giorno successivo.
Che dire, un ricordo bellissimo che porteremo sempre con noi!!!
Un caro saluto alla proprietaria che ci ha sempre accolto con calore, A PRESTO!!!

LORENZO & MATILDE
    (TAVOLO TOMEI)","Punteggio 5,0 su 5","",""
Tempi di attesa inaccettabile,g1005933-d8329176,6 agosto 2023,friends,"Sono stato li ieri sera siamo arrivati alle 21,47 e ci hanno fatto subito notare che la nostra prenotazione era per le 22,00 ci siamo seduti e alle 22,30 non avevamo ancora ordinato dopo varie insistenze siamo riusciti a ordinare alle 23,10 mi sono alzato e me ne sono andato ( siamo andati alle 22,00 per il secondo turno ma non sanno fare neanche il primo turno)
ESPERANZA NEGATIVA","Punteggio 1,0 su 5","",""
"Tempi di attesa infiniti,",g1015453-d10262840,30 novembre 2019,none,"Tempi di attesa infiniti, anche per pagare, cibo di casa, niente di che....prezzi più o meno contenuti recuperati dal costo delle bevande......ma attenti alle sorprese!
Peperoni ripieni alla carta: arriva UN peperone medio, un solo peperone, riempito alla meno peggio, senza pomodoro ne’ olio, secco... secchissimo.
Volevo provare la nuova gestione....
Non ci torno neanche ospite.","Punteggio 2,0 su 5","",""
"Tempi di attesa piú lunghi della media, personale adeguato, locale bello e curato.",g1015370-d6641562,26 marzo 2023,family,"Impasto della pizza differente ma alquanto leggero, personale educato e gentile, ottimo per una cena di famiglia o tra amici.","Punteggio 3,0 su 5","",""
Tempi di cottura delle pizze abnorme,g1005933-d8329176,16 settembre 2023,friends,"Ci siamo seduti alle 22:00, ci portano le pizze alle 23:45, penso non serva dire altro.. pizze comunque buone e prezzi nella media. 
PS: ogni volta che abbiamo chiesto informazioni in merito alle ns pizze tutti i camerieri con la solita e nota frase: SONO IN FORNO.","Punteggio 2,0 su 5","",""
The best cousin in Ardea,g1005935-d3645781,12 febbraio 2024,family,"Braceria e cucina romana al top. Locale situato in palazzo storico di Ardea molto accogliente e ospitale. 
I tavoli non sono vicini in modo da riservare la giusta privacy ai commensali. 
La carne è di qualità superiore e molto varia. I pitti sono i tipici della cucina romana preparati con una volta con gli antichi sapori. Il servizio è veloce e preparato. Il proprietario è simpatico e sa consigliare bene. Il prezzo è ottimo in confronto alla qualità","Punteggio 5,0 su 5",https://media-cdn.tripadvisor.com/media/photo-l/2b/69/38/a5/caption.jpg,https://media-cdn.tripadvisor.com/media/photo-l/2b/69/38/a6/caption.jpg
Tipica osteria,g1015997-d1798779,6 novembre 2023,family,"Accoglienza amabilmente spartana. Buon antipasto di cinghiale. Capriolo alla cacciatora e maiale alla griglia accompagnati da fagioli all’olio. Buon vino della casa, dolci non elaborati ma buoni.
Costo in linea. Consiglio perché merita","Punteggio 4,0 su 5",https://media-cdn.tripadvisor.com/media/photo-l/2a/c2/80/89/caption.jpg,""
Tipicità lucane!,g1005972-d8363918,25 agosto 2023,couples,Cena ottima dai primi ai secondi e contorni. Ottima accoglienza  e gentilezza da parte dei titolari. Consigliato!!!,"Punteggio 4,0 su 5","",""
Top,g1007324-d3384771,12 agosto 2023,couples,"Ci sono tanti bar/rosticcerie ad Acitrezza. Ho scelto l'Eden, perché suggeritomi da competenti di gastronomia. Esiste dal 1965 e la qualità dei prodotti (dolci e salati) non solo non ha risentito del tempo trascorso, ma rappresenta simbolicamente la resistenza alla massificazione che violenta ed allinea i posti migliori del nostro territorio. Andateci e... mi darete ragione!","Punteggio 5,0 su 5","",""
Top,g1007734-d3470977,25 maggio 2022,family,"L'unico locale mai visto CON I BAGNI PULITI! A dir poco sensazionale. Inutile soffermarsi sulla cucina, tanto è tutto buonissimo.","Punteggio 5,0 su 5","",""
Top,g1007734-d3470977,30 agosto 2022,friends,"È la prima volta che vado a mangiare lì. Me ne avevano parlato bene ma non immaginavo fosse così. Cibi eccellenti, professionalità, eleganza, personale efficientissimo e sempre attento a tutte le esigenze. Lo consiglio a tutti","Punteggio 5,0 su 5",https://media-cdn.tripadvisor.com/media/photo-l/25/80/de/f4/caption.jpg,https://media-cdn.tripadvisor.com/media/photo-l/25/80/de/f5/caption.jpg
Top,g1009280-d2299365,20 settembre 2023,couples,"Serata fantastica!
Staff eccellente ti fa sentire coccolato.
Cibo Top!
Non altro da aggiungere!
Bravi bravi!!!","Punteggio 5,0 su 5","",""
Top,g1009327-d4287888,5 marzo 2024,couples,"ANTIPASTO MARE TERRA SUPER ABBONDANTE E GUSTOSO!
Atmosfera accogliente e rilassante, assaporando piatti unici e prelibati!
Complimenti a Francesco e a tutto il suo staff. Unici e meravigliosi","Punteggio 5,0 su 5",https://media-cdn.tripadvisor.com/media/photo-l/2b/90/a5/94/caption.jpg,https://media-cdn.tripadvisor.com/media/photo-l/2b/90/a5/96/caption.jpg
Top,g1015351-d2320648,21 agosto 2023,friends,"Pizza strepitosa ricca e curata nei dettagli personale gentile e preparato torneremo sicuramente 
Complimenti","Punteggio 5,0 su 5","",""
Top,g1015453-d4173396,14 ottobre 2023,family,"Complimenti a tutto lo staff di Villa Elena x organizzazione,pulizia,gentilezza,professionalità infatti i piatti parlavano da soli x accuratezza con cui viene trattato ed elaborato le pietanze. Complimenti da tutti i 192 invitati.","Punteggio 5,0 su 5","",""
TOP! Bravo Enrico & alla sua Equipe,g1015453-d6437254,16 agosto 2020,family,Gelati 🍨 originali nei gusti e veramente molto molto buoni dispongono anche di bevande Bio ai gusti molto particolari. Se in zona Ve lo consiglio,"Punteggio 5,0 su 5",https://media-cdn.tripadvisor.com/media/photo-l/1b/c8/6d/f3/photo0jpg.jpg,""
Top! Top! Top!,g1005746-d12398798,14 agosto 2023,family,"Top, top, top! Piatti tradizionali molisani, con gusti delicati! Tagliata al sangue da gustare fino all’ultimo boccone! ..  e servizio amichevole, con Michele, al massimo della disponibilità! Consigliato? Di più !!!","Punteggio 5,0 su 5",https://media-cdn.tripadvisor.com/media/photo-l/2a/0b/a5/b9/caption.jpg,https://media-cdn.tripadvisor.com/media/photo-l/2a/0b/a5/ba/caption.jpg
Torneremo sicuramente,g1009280-d2299365,14 aprile 2024,couples,"Bella esperienza in una location  suggestiva,ottimi gli antipasti di crudo   con prodotti di qualità buoni i primi servizio molto professionale conto giusto e proporzionato al tutto","Punteggio 5,0 su 5","",""
Torneremo sicuramente,g1009281-d2242617,8 dicembre 2023,family,"Una cena che si è trasformata in una bellissima esperienza sensoriale.. La qualità è indiscutibile ma a fare davvero la differenza è quell'ingrediente che accompagna ogni singola portata : la passione e l'amore per gli ingredienti .. Il clima è caloroso e il locale, di gran gusto, è a dir poco accogliente. Sono i particolari che colpiscono, così come la simpatia, la professionalità e lo charme dei titolari Marco e Sara. E poi, per un'amante come me del gelato, il top è stato godere della preparazione artigianale della chef, Dagli antipasti ai primi , ai secondi e contorni è davvero difficile trovare qualcosa di stonato. Tutto equilibrato e al tempo stesso sfidante...
Ogni singolo elemento pensato e prodotto ""in casa"": il pane,il kectchup,  la pasta. ...Insomma, per noi è da annoverare tra i locali che offrono un' esperienza  culinaria unica. Torneremo presto!","Punteggio 5,0 su 5",https://media-cdn.tripadvisor.com/media/photo-l/2a/f9/b5/51/caption.jpg,""
Tornerò,g1006068-d3474562,15 maggio 2024,family,"Ottima cucina,clima famigliare,accogliente.  Per coppie, famiglie e per chi vuole concedersi un buon pranzo o un'ottima cena","Punteggio 4,0 su 5","",""
Toscana!,g1009281-d1734657,7 agosto 2023,couples,…..Piatti sempre troppo buoni e materie prime altrettanto! Location top non serve aggiungere altro!!!…..servizio perfetto!,"Punteggio 5,0 su 5",https://media-cdn.tripadvisor.com/media/photo-l/29/f9/ae/3d/caption.jpg,""
Tra i posti del cuore,g1007735-d6727451,5 agosto 2023,friends,"Location molto carina, taglieri di salumi molto buoni e carne arrosto idem. Qualche contorno in più non guasterebbe, così come un po’ più di cura dei laghetti artificiali .","Punteggio 4,0 su 5","",""
Tradizione e innovazione a volte funziona,g1007734-d12806132,27 agosto 2023,couples,"Location caratteristica, tavoli in un dehors freschissimo nonostante il caldo afoso. Servizio impeccabile, cibo della tradizione rivisitato con rispetto, qualità elevata delle materie prime.","Punteggio 5,0 su 5","",""
Tradizione e qualita operativi H24,g1005972-d10746837,3 ottobre 2023,couples,"Weekend tra coppie a Castelmezzano, arriviamo nel primo pomeriggio e naturalmente dopo un lungo viaggio no stop, cerchiamo un locale per mangiare. A primo impatto molto deludente in quanto la maggior parte delle strutture era chiusa salvo una, ""PEPERUSKO"" consigliatoci dall'info point.
Si trova in un vicoletto dopo la piazza principale; quasi nascosto, in quanto, per raggiungerlo bisogna scendere delle scalette. Il locale che apparentemente poteva sembrare piccolo in realtà è risultato essere molto grande, ricavato in un'antica struttura scolpita nella roccia; unico, che gode di vista panoramica sui tipici 'sassi"". Si può mangiare sia dentro che fuori e presenta un menù tipico e caratteristico. Regna la tradizione contadina ed allevatoriale infatti, è gestito da Paolino che rappresenta l'esempio giovanile di imprenditorialità e passione. Locale molto curato, ricco di storia passata e tradizioni oltre alla scelta di numerosi prodotti; dalle conserve, alla pasta tutto made in basilicata. Panini superbi con il giusto accostamento di ingredienti e salse.
Soddisfatti del servizio e di come abbiamo mangiato si è deciso il giorno dopo di cenare nuovamente qui. Posso assicurarvi che non è un semplice mangiare ma per i cultori della buona cucina è una esperienza culinaria diversa ogni volta che vi sedete non solo per i prodotti dell'azienda di Paolino ma anche per il piacere di parlare con lui. Che dire prezzi onestissimi prodotti eccellenti esperienze fantastica. Se pur in ritardo avevo il dovere di far conoscere ai viaggiatori questo mondo culinario h24.","Punteggio 5,0 su 5",https://media-cdn.tripadvisor.com/media/photo-l/2a/7d/d5/50/caption.jpg,https://media-cdn.tripadvisor.com/media/photo-l/2a/7d/d5/51/caption.jpg
Tradizione mantovana vicina al Po,g1010309-d2088009,23 ottobre 2023,friends,"Sull'argine mantovano del fiume Po, ecco questa location elegante e arredata con gusto. Piatti della tradizione buoni e feedback molto positivo per il classico risotto alla  mantovana. Buona la scelta dei vini.
Personale gentile. Unica pecca: non siamo stati informati dei fuori menu.","Punteggio 4,0 su 5","",""
"Trattati con sufficienza, senza una spiegazione plausibile",g1015997-d1798779,18 settembre 2023,family,"Dopo aver visitato il suggestivo borgo di Capalbio, abbiamo deciso di fermarci a cena. Era piuttosto presto (circa 19:30) ma abbiamo una bimba di tre anni che non volevamo far cenare troppo tardi. Abbiamo scelto questo ristorante poiché la sala interna era vuota ed i tavoli esterni solo in parte occupati. Abbiamo chiesto un tavolo per 3 (2 adulti e una bimba) e, con nostra sorpresa, ci accolgono già con con un ""e adesso dove li metto..."" (con sala vuota e con il tempo di fare tranquillamente un secondo turno per altri clienti e senza informarsi se intendessimo fare una cena completa o fermarci poco). Ad ogni modo ci accomodiamo al tavolo assegnato e, in poco tempo, ordiniamo due primi (pappardelle al cinghiale), un secondo (pollo alla brace) ed un contorno (patate fritte) per nostra figlia. I piatti arrivano velocemente (pure troppo, per essere curati e fatti al momento).
Il sugo era buono, anche se, a mio parere, ""poco selvatico"", probabilmente per venire incontro al gusto dei turisti. La pasta, invece, quasi certamente non fatta in casa, a tratti un po' dura... non credo che valesse i soldi pagati. Tantomeno il pollo alla brace... una coscia, 15€. Ad ogni modo mia figlia l'ha mangiata.
Il servizio procede poi in modo sbrigativo... ci viene chiesto se volessimo il dolce, io ho fatto presente la mia intolleranza al lattosio e che non avevo visto opzioni ""affrontabili"", ma non hanno nemmeno provato a propormi un'alternativa. Chiediamo 2 caffè, che ci vengono portati in fretta, mentre cercavamo di far finire di mangiare la bimba (potevano pure aspettare due minuti). Dopo il caffè, la stessa cameriera che ce li aveva portati (due minuti prima), ci chiede se volessimo il dolce... ma boh?!
Pagando il conto il signore, che credo fosse il gestore/titolare (che mentre stava alla brace passava il tempo a rispondere al telefono, oltre che gestire la cassa, credo senza mai lavarsi le mani), non ha nemmeno salutato o chiesto se fosse andato tutto bene o qualche altra frase di cortesia...
Totale 55€.
Ora io avrei alcune domande per il ristoratore: perché siamo stati trattati con questa sufficienza? Non eravamo turisti stranieri ""da spennare""? Dovevo imitare un accento tedesco? Non eravamo vestiti abbastanza bene (non mi pare sia un locale elegante... anzi avrei parecchio da ridire su varie cose... e comunque non eravamo certo vestiti ""da spiaggia"")? Non andava bene che avessimo una bambina piccola? Mi piacerebbe capire quali sono i parametri con cui vengono valutati ""ad occhio"" gli avventori...
E da qui scaturisce la prossima domanda: perché a clienti arrivati dopo di noi è stato detto di mettersi dove volevano, anche nello spazio, più suggestivo, accanto alla finestra, con vista all'esterno? Mentre noi siamo stati trattati come un ""fastidio"" che non sapevano dove mettere (in una sala vuota che, durante la nostra permanenza, non si è mai riempita)?
È una questione di sfumature, ma se ci fossimo sentiti trattati meglio, avremmo speso sicuramente di più e avremmo parlato bene del ristorante. Purtroppo ci hanno ""inquadrato male""...  spero di aver fatto lo stesso errore e di aver beccato una ""serata no"". Non mi sento di consigliarlo.","Punteggio 2,0 su 5","",""
TRATTORIA DAL SAPORE FAMILIARE,g1005972-d2179732,29 aprile 2024,couples,"Accogliente e piacevole trattoria nel cuore di Castelmezzano. La cucina è tradizionale, i prodotti freschi e genuini che permettono di assaporare i veri sapori lucani. Abbiamo assaporato l'antipasto, un primo con pasta fresca con funghi, salsiccia e peperoni cruschi (da leccarsi i baffi), ed un dolce di ottima qualità. Una menzione particolare al titolare e alla sua famiglia, tutti estremamente cordiali e professionali. Davvero complimenti, ci torneremo sicuramente.","Punteggio 5,0 su 5","",""
Trattoria eccellente,g1015997-d1566284,10 ottobre 2023,couples,"Di passaggio per Capalbio ci siamo fermati per pranzo in questa tranquilla trattoria, sedendoci ai tavoli esterni. Il personale gentile e disponibile. Abbiamo ordinato un antipasto con salumi eccellenti ed un tortino di verdure esageratamente buono e soffice. Presi due primi, molto buoni, ma la pasta all'aglione è buonissima. Ottimo pranzo.","Punteggio 5,0 su 5",https://media-cdn.tripadvisor.com/media/photo-l/2a/8c/83/2c/caption.jpg,https://media-cdn.tripadvisor.com/media/photo-l/2a/8c/83/2e/caption.jpg
Trattoria Federico,g1007324-d1774052,28 febbraio 2024,business,"Servizio premuroso,cordiale e molto attento alle esigenze del cliente,curano
Ogni minimo dettaglio,con eleganza e professionalità... Cucina da applausi buonissimi i loro primi,preparati con materie prime di raffinata qualità... Tutto buonissimo , pure i secondi piatti...buonissima pure la loro frutta tropicale... Ristorante di qualità consiglio a chi non ha ancora provato questo posto stupendo situato ad Acitrezza  difronte al mare di andarlo a provare... Noi ci ritorneremo molto volentieri ... Top","Punteggio 5,0 su 5","",""
Trattoria ma con gusto,g1015997-d1566284,15 agosto 2023,family,"Siamo stati in questo locale molto carino nel cuore di Capalbio la sera di ferragosto previa prenotazione. Personale gentile e servizio rapido, antipasto molto buono. Primi caserecci ma ottimi e abbondanti. Consiglio gli gnudi al tartufo. Tagliata normale, ottimo il coniglio. In definitiva assolutamente consigliato visto anche un ottimo rapporto qualità prezzo","Punteggio 5,0 su 5",https://media-cdn.tripadvisor.com/media/photo-l/2a/0f/67/5a/caption.jpg,https://media-cdn.tripadvisor.com/media/photo-l/2a/0f/67/5b/caption.jpg
Trattoria molto buona,g1015997-d1566284,28 agosto 2023,friends,"Nel centro storico di Capabio, un bel localetto con posti all'interno e all'esterno. Cibo di qualità, servizio puntuale e rapido, personale attento e cordiale. Rapporto qualità-prezzo nella norma.
Consigliato.","Punteggio 4,0 su 5","",""
Trattoria super in un borgo bellissimo,g1005972-d2179732,26 aprile 2024,couples,Trattoria super. Piatti buonissimi con prodotti a km 0. Prezzi nella norma. Tappa obbligatoria per chi visita castelmezzano. Proprietari super gentili,"Punteggio 5,0 su 5","",""
Trattoria tipica,g1005972-d2179732,24 ottobre 2023,friends,"Trattoria, con piatti tipici lucani, situata nel centro di Castelmezzano a 10 metri dalla splendida piazza. Essendo una comitiva abbastanza numerosa, abbiamo prenotato con largo anticipo, e il proprietario ci ha riservato una stanza tutta per noi. 
Siamo stati accolti bene dal personale sempre gentile e disponibile con il proprietario che cerca di soddisfare le esigenze di tutti. 
Essendo numerosi non è stato possibile ordinare alla carta, quindi abbiamo optato (non avevamo altra scelta) per il menù fisso con antipasto più primo o secondo. 
Abbiamo gustato un buon antipasto e un buon primo o secondo in quantità normali. Inoltre nel corso della cena il personale girava per i tavoli per farci gustare dei piccoli prodotti tipici. 
Una nota dolente, per il sottoscritto, è il fatto che un menù turistico, con un prezzo di 23 o 28 euro (antipasto+primo o antipasto+secondo) , ma senza coperto e bevande non è proprio economico. Con le bevande e il dolce il prezzo lievita abbastanza. Inoltre, non riesco assolutamente a condividere l'acqua nella brocca. Sarà anche ottenuta con depuratore ma nel 2023 non servire acqua in bottiglia (naturalmente di vetro e chiusa) mi sembra davvero assurdo. 
Il prezzo, come previsto, non era proprio economico. 
Disponibile sia vino della casa che vino in bottiglia. 
Soddisfatto a metà!","Punteggio 3,0 su 5","",""
Troppo caro,g1015351-d3484812,17 agosto 2021,family,Arrivati a Calasetta abbiamo cercato un bar per mangiare qualcosa di veloce e leggero ci siamo fermati in questo bistrot e  abbiamo preso una caprese a 12 euro mi sembra veramente eccessivo,"Punteggio 2,0 su 5","",""
